1503,"Taranto-Grottaglie \"Marcello Arlotta\" Airport","Grottaglie","Italy","TAR","LIBG",40.517502,17.4032,215,1,"E","Europe/Rome","airport","OurAirports"
1504,"Lecce Galatina Air Base","Lecce","Italy","LCC","LIBN",40.239201,18.133301,156,1,"E","Europe/Rome","airport","OurAirports"
1505,"Pescara International Airport","Pescara","Italy","PSR","LIBP",42.431702,14.1811,48,1,"E","Europe/Rome","airport","OurAirports"
1506,"Brindisi – Salento Airport","Brindisi","Italy","BDS","LIBR",40.6576,17.947001,47,1,"E","Europe/Rome","airport","OurAirports"
1507,"Gioia Del Colle Air Base","Gioia Del Colle","Italy",\N,"LIBV",40.767799,16.9333,1187,1,"E","Europe/Rome","airport","OurAirports"
1508,"Lamezia Terme Airport","Lamezia","Italy","SUF","LICA",38.905399,16.2423,39,1,"E","Europe/Rome","airport","OurAirports"
1509,"Catania-Fontanarossa Airport","Catania","Italy","CTA","LICC",37.466801,15.0664,39,1,"E","Europe/Rome","airport","OurAirports"
1510,"Lampedusa Airport","Lampedusa","Italy","LMP","LICD",35.497898,12.6181,70,1,"E","Europe/Rome","airport","OurAirports"
1511,"Pantelleria Airport","Pantelleria","Italy","PNL","LICG",36.816502,11.9689,628,1,"E","Europe/Rome","airport","OurAirports"
1512,"Falcone–Borsellino Airport","Palermo","Italy","PMO","LICJ",38.175999,13.091,65,1,"E","Europe/Rome","airport","OurAirports"
1513,"Palermo-Boccadifalco Airport","Palermo","Italy",\N,"LICP",38.110802,13.3133,345,1,"E","Europe/Rome","airport","OurAirports"
1514,"Reggio Calabria Airport","Reggio Calabria","Italy","REG","LICR",38.071201,15.6516,96,1,"E","Europe/Rome","airport","OurAirports"
1515,"Vincenzo Florio Airport Trapani-Birgi","Trapani","Italy","TPS","LICT",37.9114,12.488,25,1,"E","Europe/Rome","airport","OurAirports"
1516,"Sigonella Navy Air Base","Sigonella","Italy","NSY","LICZ",37.401699,14.9224,79,1,"E","Europe/Rome","airport","OurAirports"
1517,"Alghero-Fertilia Airport","Alghero","Italy","AHO","LIEA",40.632099,8.29077,87,1,"E","Europe/Rome","airport","OurAirports"
1518,"Decimomannu Air Base","Decimomannu","Italy","DCI","LIED",39.354198,8.97248,100,1,"E","Europe/Rome","airport","OurAirports"
1519,"Cagliari Elmas Airport","Cagliari","Italy","CAG","LIEE",39.251499,9.05428,13,1,"E","Europe/Rome","airport","OurAirports"
1520,"Olbia Costa Smeralda Airport","Olbia","Italy","OLB","LIEO",40.898701,9.51763,37,1,"E","Europe/Rome","airport","OurAirports"
1521,"Tortolì Airport","Tortoli","Italy","TTB","LIET",39.9188,9.68298,23,1,"E","Europe/Rome","airport","OurAirports"
1522,"Torino-Aeritalia Airport","Turin","Italy",\N,"LIMA",45.086399,7.60337,943,1,"E","Europe/Rome","airport","OurAirports"
1523,"Milano-Bresso Airport","Milano","Italy",\N,"LIMB",45.542198,9.20333,484,1,"E","Europe/Rome","airport","OurAirports"
1524,"Malpensa International Airport","Milano","Italy","MXP","LIMC",45.6306,8.72811,768,1,"E","Europe/Rome","airport","OurAirports"
1525,"Il Caravaggio International Airport","Bergamo","Italy","BGY","LIME",45.673901,9.70417,782,1,"E","Europe/Rome","airport","OurAirports"
1526,"Turin Airport","Torino","Italy","TRN","LIMF",45.200802,7.64963,989,1,"E","Europe/Rome","airport","OurAirports"
1527,"Villanova D'Albenga International Airport","Albenga","Italy","ALL","LIMG",44.050598,8.12743,148,1,"E","Europe/Rome","airport","OurAirports"
1528,"Genoa Cristoforo Colombo Airport","Genoa","Italy","GOA","LIMJ",44.4133,8.8375,13,1,"E","Europe/Rome","airport","OurAirports"
1529,"Milano Linate Airport","Milan","Italy","LIN","LIML",45.445099,9.27674,353,1,"E","Europe/Rome","airport","OurAirports"
1530,"Cameri Air Base [MIL]","Cameri","Italy",\N,"LIMN",45.529598,8.66922,586,1,"E","Europe/Rome","airport","OurAirports"
1531,"Parma Airport","Parma","Italy","PMF","LIMP",44.824501,10.2964,161,1,"E","Europe/Rome","airport","OurAirports"
1532,"Piacenza San Damiano Air Base","Piacenza","Italy","QPZ","LIMS",44.913101,9.723323,456,1,"E","Europe/Rome","airport","OurAirports"
1534,"Cuneo International Airport","Cuneo","Italy","CUF","LIMZ",44.547001,7.62322,1267,1,"E","Europe/Rome","airport","OurAirports"
1535,"Aviano Air Base","Aviano","Italy","AVB","LIPA",46.031898,12.596503,410,1,"E","Europe/Rome","airport","OurAirports"
1536,"Bolzano Airport","Bolzano","Italy","BZO","LIPB",46.460201,11.3264,789,1,"E","Europe/Rome","airport","OurAirports"
1537,"Cervia Air Base","Cervia","Italy",\N,"LIPC",44.224201,12.3072,18,1,"E","Europe/Rome","airport","OurAirports"
1538,"Bologna Guglielmo Marconi Airport","Bologna","Italy","BLQ","LIPE",44.5354,11.2887,123,1,"E","Europe/Rome","airport","OurAirports"
1539,"Treviso-Sant'Angelo Airport","Treviso","Italy","TSF","LIPH",45.648399,12.1944,59,1,"E","Europe/Rome","airport","OurAirports"
1540,"Rivolto Air Base","Rivolto","Italy",\N,"LIPI",45.978699,13.0493,179,1,"E","Europe/Rome","airport","OurAirports"
1541,"Forlì Airport","Forli","Italy","FRL","LIPK",44.194801,12.0701,97,1,"E","Europe/Rome","airport","OurAirports"
1542,"Ghedi Air Base","Ghedi","Italy",\N,"LIPL",45.432201,10.2677,333,1,"E","Europe/Rome","airport","OurAirports"
1543,"Verona-Boscomantico Airport","Verona","Italy",\N,"LIPN",45.472,10.9279,286,1,"E","Europe/Rome","airport","OurAirports"
1544,"Brescia Airport","Brescia","Italy","VBS","LIPO",45.428902,10.3306,355,1,"E","Europe/Rome","airport","OurAirports"
1545,"Trieste–Friuli Venezia Giulia Airport","Ronchi De Legionari","Italy","TRS","LIPQ",45.827499,13.4722,39,1,"E","Europe/Rome","airport","OurAirports"
1546,"Federico Fellini International Airport","Rimini","Italy","RMI","LIPR",44.020302,12.6117,40,1,"E","Europe/Rome","airport","OurAirports"
1547,"Istrana Air Base","Treviso","Italy",\N,"LIPS",45.684898,12.0829,137,1,"E","Europe/Rome","airport","OurAirports"
1548,"Vicenza Airport","Vicenza","Italy","VIC","LIPT",45.573399,11.5295,128,1,"E","Europe/Rome","airport","OurAirports"
1549,"Padova Airport","Padova","Italy","QPA","LIPU",45.395802,11.8479,44,1,"E","Europe/Rome","airport","OurAirports"
1550,"Verona Villafranca Airport","Villafranca","Italy","VRN","LIPX",45.395699,10.8885,239,1,"E","Europe/Rome","airport","OurAirports"
1551,"Venice Marco Polo Airport","Venice","Italy","VCE","LIPZ",45.505299,12.3519,7,1,"E","Europe/Rome","airport","OurAirports"
1552,"Siena-Ampugnano Airport","Siena","Italy","SAY","LIQS",43.256302,11.255,634,1,"E","Europe/Rome","airport","OurAirports"
1553,"Ciampino–G. B. Pastine International Airport","Rome","Italy","CIA","LIRA",41.7994,12.5949,427,1,"E","Europe/Rome","airport","OurAirports"
1554,"Pratica Di Mare Air Base","Pratica Di Mare","Italy",\N,"LIRE",41.654499,12.4452,41,1,"E","Europe/Rome","airport","OurAirports"
1555,"Leonardo da Vinci–Fiumicino Airport","Rome","Italy","FCO","LIRF",41.8002778,12.2388889,13,1,"E","Europe/Rome","airport","OurAirports"
1556,"Guidonia Air Base","Guidonia","Italy",\N,"LIRG",41.990299,12.7408,289,1,"E","Europe/Rome","airport","OurAirports"
1558,"Marina Di Campo Airport","Marina Di Campo","Italy","EBA","LIRJ",42.7603,10.2394,31,1,"E","Europe/Rome","airport","OurAirports"
1559,"Latina Air Base","Latina","Italy","QLT","LIRL",41.5424,12.909,94,1,"E","Europe/Rome","airport","OurAirports"
1560,"Grazzanise Airport","Grazzanise","Italy",\N,"LIRM",41.060799,14.0819,29,1,"E","Europe/Rome","airport","OurAirports"
1561,"Naples International Airport","Naples","Italy","NAP","LIRN",40.886002,14.2908,294,1,"E","Europe/Rome","airport","OurAirports"
1562,"Pisa International Airport","Pisa","Italy","PSA","LIRP",43.683899,10.3927,6,1,"E","Europe/Rome","airport","OurAirports"
1563,"Peretola Airport","Florence","Italy","FLR","LIRQ",43.810001,11.2051,142,1,"E","Europe/Rome","airport","OurAirports"
1564,"Grosseto Air Base","Grosseto","Italy","GRS","LIRS",42.759701,11.0719,17,1,"E","Europe/Rome","airport","OurAirports"
1565,"Urbe Airport","Rome","Italy",\N,"LIRU",41.9519,12.4989,55,1,"E","Europe/Rome","airport","OurAirports"
1566,"Viterbo Airport","Viterbo","Italy",\N,"LIRV",42.430199,12.0642,992,1,"E","Europe/Rome","airport","OurAirports"
1567,"Perugia San Francesco d'Assisi – Umbria International Airport","Perugia","Italy","PEG","LIRZ",43.095901,12.5132,697,1,"E","Europe/Rome","airport","OurAirports"
3986,"Memmingen Allgau Airport","Memmingen","Germany","FMM","EDJA",47.988800048799995,10.2395000458,2077,1,"E","Europe/Berlin","airport","OurAirports"
3998,"Palma De Mallorca Airport","Palma de Mallorca","Spain","PMI","LEPA",39.551700592,2.73881006241,27,1,"E","Europe/Madrid","airport","OurAirports"
4165,"Aachen-Merzbrück Airport","Aachen","Germany","AAH","EDKA",50.823055267333984,6.186388969421387,623,1,"E","Europe/Berlin","airport","OurAirports"
4166,"Karlsruhe Baden-Baden Airport","Karlsruhe/Baden-Baden","Germany","FKB","EDSB",48.7793998718,8.08049964905,408,1,"E","Europe/Berlin","airport","OurAirports"
4198,"Weeze Airport","Weeze","Germany","NRN","EDLV",51.6024017334,6.14216995239,106,1,"E","Europe/Berlin","airport","OurAirports"
4207,"Norden-Norddeich Airport","Norden","Germany","NOE","EDWS",53.633056640599996,7.19027805328,3,1,"E","Europe/Berlin","airport","OurAirports"
4208,"Juist Airport","Juist","Germany","JUI","EDWJ",53.68111038208008,7.055832862854004,7,1,"E","Europe/Berlin","airport","OurAirports"
4303,"Enghien Moisselles Airport","Enghien-moisselles","France",\N,"LFFE",49.0463981628418,2.353060007095337,335,1,"E","Europe/Paris","airport","OurAirports"
4309,"Ancona Falconara Airport","Ancona","Italy","AOI","LIPY",43.616299,13.3623,49,1,"E","Europe/Rome","airport","OurAirports"
5557,"Heringsdorf Airport","Heringsdorf","Germany","HDF","EDAH",53.8787002563,14.152299881,93,1,"E","Europe/Berlin","airport","OurAirports"
5558,"Heide-Büsum Airport","Büsum","Germany","HEI","EDXB",54.153331756600004,8.90166664124,7,1,"E","Europe/Berlin","airport","OurAirports"
5559,"Helgoland-Düne Airport","Helgoland","Germany","HGL","EDXH",54.185279846200004,7.91583299637,8,1,"E","Europe/Berlin","airport","OurAirports"
5659,"La Gomera Airport","La Gomera","Spain","GMZ","GCGM",28.029600143432617,-17.214599609375,716,0,"E","Atlantic/Canary","airport","OurAirports"
5781,"Logroño-Agoncillo Airport","Logroño-Agoncillo","Spain","RJL","LELO",42.4609534888,-2.32223510742,1161,1,"E","Europe/Madrid","airport","OurAirports"
5782,"Île d'Yeu Airport","Île d'Yeu","France","IDY","LFEY",46.71860122680664,-2.3911099433898926,79,1,"E","Europe/Paris","airport","OurAirports"
5783,"Angers-Loire Airport","Angers/Marcé","France","ANE","LFJR",47.560298919677734,-0.3122220039367676,194,1,"E","Europe/Paris","airport","OurAirports"
5786,"La Môle Airport","La Môle","France","LTT","LFTZ",43.20539855957031,6.48199987411499,59,1,"E","Europe/Paris","airport","OurAirports"
5791,"Aosta Airport","Aosta","Italy","AOT","LIMW",45.738499,7.36872,1791,1,"E","Europe/Rome","airport","OurAirports"
5792,"Salerno Costa d'Amalfi Airport","Salerno","Italy","QSR","LIRI",40.620399,14.9113,119,1,"E","Europe/Rome","airport","OurAirports"
6423,"Rügen Airport","Ruegen","Germany","GTI","EDCG",54.3833312988,13.3255558014,69,1,"U","Europe/Berlin","airport","OurAirports"
6450,"Tannheim Airport","Tannheim","Germany",\N,"EDMT",48.0099983215,10.098610878,1903,1,"E","Europe/Berlin","airport","OurAirports"
6460,"Gustaf III Airport","Gustavia","France","SBH","TFFJ",17.904399871826172,-62.84360122680664,49,-4,"E",\N,"airport","OurAirports"
6479,"Courchevel Airport","Courcheval","France","CVF","LFLJ",45.39670181274414,6.6347198486328125,6588,1,"E","Europe/Paris","airport","OurAirports"
6487,"Andernos Les Bains Airport","Andernos-Les-Bains","France",\N,"LFCD",44.756099700927734,-1.063330054283142,66,1,"E","Europe/Paris","airport","OurAirports"
6489,"Bienenfarm Airport","Nauen","Germany",\N,"EDOI",52.66166687011719,12.745833396911621,131,1,"E","Europe/Berlin","airport","OurAirports"
6493,"La Rochelle-Île de Ré Airport","La Rochelle","France","LRH","LFBH",46.17919921875,-1.1952799558639526,74,1,"E","Europe/Paris","airport","OurAirports"
6522,"Uetersen/Heist Airport","Uetersen","Germany",\N,"EDHE",53.64638900756836,9.704167366027832,23,1,"E","Europe/Berlin","airport","OurAirports"
6756,"Leon Airport","Leon","Spain","LEN","LELN",42.5890007019043,-5.65556001663208,3006,1,"E","Europe/Madrid","airport","OurAirports"
6757,"Burgos Airport","Burgos","Spain","RGS","LEBG",42.357601165771484,-3.620759963989258,2945,1,"E","Europe/Madrid","airport","OurAirports"
6798,"Weser-Wümme Airport","Hellwege","Germany",\N,"EDWM",53.053890228271484,9.208610534667969,59,1,"E","Europe/Berlin","airport","OurAirports"
6830,"Flugplatz Finsterwalde/Heinrichsruh","Finsterwalde","Germany",\N,"EDAS",51.634445,13.675556,384,1,"E","Europe/Berlin","airport","OurAirports"
6840,"Dinslaken/Schwarze Heide Airport","Dinslaken","Germany",\N,"EDLD",51.616112,6.865278,217,1,"E","Europe/Berlin","airport","OurAirports"
6841,"Höxter-Holzminden Airport","Hoexter Holzminden","Germany",\N,"EDVI",51.80666732788086,9.37833309173584,1263,1,"E","Europe/Berlin","airport","OurAirports"
6868,"Sabadell Airport","Sabadell","Spain","QSA","LELL",41.52090072631836,2.1050798892974854,485,1,"E","Europe/Madrid","airport","OurAirports"
6910,"Harle Airport","Harlesiel","Germany",\N,"EDXP",53.706668853759766,7.820278167724609,7,1,"E","Europe/Berlin","airport","OurAirports"
6911,"Wangerooge Airport","Wangerooge","Germany","AGE","EDWG",53.782779693603516,7.913888931274414,7,1,"E","Europe/Berlin","airport","OurAirports"
6975,"Langeoog Airport","Langeoog","Germany","LGO","EDWL",53.74250030517578,7.497777938842773,7,1,"E","Europe/Berlin","airport","OurAirports"
7047,"Whiting Field Naval Air Station South Airport","Cuxhaven","Germany","NDZ","KNDZ",30.70439910888672,-87.02300262451172,177,-6,"E","America/Chicago","airport","OurAirports"
7134,"Nabern/Teck Airport","Kirchheim-Teck","Germany",\N,"EDTN",48.61277771,9.477222442629998,1214,1,"E","Europe/Berlin","airport","OurAirports"
7459,"Lleida-Alguaire Airport","Lleida","Spain","ILD","LEDA",41.728185,0.535023,1170,1,"E","Europe/Madrid","airport","OurAirports"
7461,"Ouessant Airport","Ouessant","France",\N,"LFEC",48.463199615478516,-5.06358003616333,142,1,"U","Europe/Paris","airport","OurAirports"
7488,"Huesca/Pirineos Airport","Huesca","Spain","HSK","LEHC",42.0760993958,-0.316666990519,1768,1,"U","Europe/Madrid","airport","OurAirports"
7489,"Ciudad Real Central Airport","Ciudad Real","Spain","CQM","LERL",38.8563888889,-3.97,0,1,"U","Europe/Madrid","airport","OurAirports"
7538,"Würzburg-Schenkenturm Airport","Wuerzburg","Germany",\N,"EDFW",49.817779541015625,9.897500038146973,991,1,"E","Europe/Berlin","airport","OurAirports"
7544,"Hopsten Air Base","Hopsten","Germany",\N,"ETNP",52.33869934082031,7.541329860687256,423,1,"E","Europe/Berlin","airport","OurAirports"
7703,"Fréjus Airport","Frejus","France","FRJ","LFTU",43.4175,6.7357,33,1,"E","Europe/Paris","airport","OurAirports"
7723,"Venice-Lido Airport","Venice","Italy",\N,"LIPV",45.428299,12.3881,13,1,"E","Europe/Rome","airport","OurAirports"
7726,"Linkenheim Airport","Linkenheim","Germany",\N,"EDRI",49.141666412353516,8.394721984863281,325,1,"E","Europe/Berlin","airport","OurAirports"
7731,"La Cerdanya Airport","Das i Fontanals de Cerdanya","Spain",\N,"LECD",42.38639831542969,1.86667001247406,3586,1,"E","Europe/Madrid","airport","OurAirports"
7772,"Oristano-Fenosu Airport","Oristano","Italy","FNU","LIER",39.895308,8.642661,36,1,"E","Europe/Rome","airport","OurAirports"
7787,"Engels heliport","Ebenhofen","Germany","EBE","EBEN",51.211666107177734,4.5808329582214355,33,1,"E","Europe/Brussels","airport","OurAirports"
7792,"Emporia Municipal Airport","Kempten","Germany","EMP","KEMP",38.3320999146,-96.19120025630001,1208,-6,"E","America/Chicago","airport","OurAirports"
7800,"Skå-Edeby Airport","Essen","Germany","ESX","ESSE",59.34510040283203,17.74049949645996,0,1,"E","Europe/Stockholm","airport","OurAirports"
7831,"Hunt Field","Lindau","Germany","LND","KLND",42.8152008057,-108.730003357,5586,-7,"E","America/Denver","airport","OurAirports"
7838,"Saint-Cyr-l'École Airport","Saint-Cyr","France",\N,"LFPZ",48.8114013671875,2.0747199058532715,371,1,"E","Europe/Paris","airport","OurAirports"
7855,"Roitzschjora Airport","Roitzschjora","Germany",\N,"EDAW",51.57777786254883,12.494443893432617,289,1,"U","Europe/Berlin","airport","OurAirports"
7892,"Strasbourg Neuhof Airport","Strasbourg Neudorf","France",\N,"LFGC",48.55440139770508,7.778059959411621,456,1,"E","Europe/Paris","airport","OurAirports"
7893,"Nannhausen Airport","Nannhausen","Germany",\N,"EDRN",49.9702796936,7.47916698456,1224,1,"E","Europe/Berlin","airport","OurAirports"
7903,"Marl-Loemühle Airport","Recklinghausen","Germany",\N,"EDLM",51.647202,7.16333,240,1,"U","Europe/Berlin","airport","OurAirports"
7905,"Lahr Airport","Lahr","Germany","LHA","EDTL",48.3693008423,7.82772016525,511,1,"E","Europe/Berlin","airport","OurAirports"
7918,"Regensburg-Oberhub Airport","Regensburg","Germany",\N,"EDNR",49.141944885253906,12.081944465637207,1299,1,"E","Europe/Berlin","airport","OurAirports"
7933,"Cochstedt Airport","Cochstedt","Germany","CSO","EDBC",51.8563995361,11.42029953,594,1,"E","Europe/Berlin","airport","OurAirports"
8006,"Landshut Airport","Landshut","Germany",\N,"EDML",48.51166534423828,12.033332824707031,1312,1,"E","Europe/Berlin","airport","OurAirports"
8007,"Itzehoe/Hungriger Wolf Airport","Itzehoe","Germany",\N,"EDHF",53.99444580078125,9.578611373901367,89,1,"E","Europe/Berlin","airport","OurAirports"
8035,"Allstedt Airport","Allstedt","Germany",\N,"EDBT",51.38055419921875,11.446666717529297,932,1,"E","Europe/Berlin","airport","OurAirports"
8039,"Peine-Eddesse Airport","Peine","Germany",\N,"EDVP",52.402500152600005,10.228889465299998,249,1,"E","Europe/Berlin","airport","OurAirports"
8054,"Spremberg-Welzow Airport","Welzow","Germany",\N,"EDCY",51.575557708740234,14.136943817138672,374,1,"E","Europe/Berlin","airport","OurAirports"
8079,"Megève Airport","Verdun","France","MVV","LFHM",45.82080078125,6.652219772338867,4823,1,"U","Europe/Paris","airport","OurAirports"
8080,"Méribel Altiport","Ajaccio","France","MFX","LFKX",45.407003,6.577942,5636,1,"U","Europe/Paris","airport","OurAirports"
8085,"Rotenburg (Wümme) Airport","Rotenburg Wuemme","Germany",\N,"EDXQ",53.128334045410156,9.348610877990723,98,1,"E","Europe/Berlin","airport","OurAirports"
8086,"Wipperfürth-Neye Airport","Wipperfuerth","Germany",\N,"EDKN",51.124168395996094,7.373610973358154,863,1,"E","Europe/Berlin","airport","OurAirports"
8087,"Osnabrück-Atterheide Airport","Osnabrueck","Germany",\N,"EDWO",52.2863883972168,7.969721794128418,285,1,"E","Europe/Berlin","airport","OurAirports"
8088,"Flugplatz Ballenstedt","Ballenstedt","Germany",\N,"EDCB",51.745834,11.229722,535,1,"E","Europe/Berlin","airport","OurAirports"
8089,"Hartenholm Airport","Hasenmoor","Germany",\N,"EDHM",53.915000915527344,10.035555839538574,108,1,"E","Europe/Berlin","airport","OurAirports"
8090,"Ganderkesee Atlas Airfield Airport","Ganderkesee","Germany",\N,"EDWQ",53.036109924316406,8.505556106567383,95,1,"E","Europe/Berlin","airport","OurAirports"
8091,"Nienburg-Holzbalge Airport","Nienburg Weser","Germany",\N,"EDXI",52.709720611572266,9.162500381469727,82,1,"E","Europe/Berlin","airport","OurAirports"
8092,"Damme Airport","Damme","Germany",\N,"EDWC",52.48749923706055,8.185556411743164,151,1,"E","Europe/Berlin","airport","OurAirports"
8093,"Borkenberge Airport","Duelmen","Germany",\N,"EDLB",51.779998779299994,7.28805589676,157,1,"E","Europe/Berlin","airport","OurAirports"
8094,"Obermehler-Schlotheim Airport","Obermehler","Germany",\N,"EDCO",51.26777648925781,10.634721755981445,909,1,"E","Europe/Berlin","airport","OurAirports"
8095,"Hodenhagen Airport","Hodenhagen","Germany",\N,"EDVH",52.761112213134766,9.605555534362793,79,1,"E","Europe/Berlin","airport","OurAirports"
8096,"Grube Airport","Grube","Germany",\N,"EDHB",54.24444580078125,11.0247220993042,7,1,"E","Europe/Berlin","airport","OurAirports"
8098,"Celle-Arloh Airport","Celle","Germany",\N,"EDVC",52.68722152709961,10.11138916015625,207,1,"E","Europe/Berlin","airport","OurAirports"
8099,"Uelzen Airport","Uelzen","Germany",\N,"EDVU",52.9838905334,10.4650001526,246,1,"E","Europe/Berlin","airport","OurAirports"
8100,"Hamm-Lippewiesen Airport","Hamm","Germany",\N,"EDLH",51.689720153808594,7.816111087799072,190,1,"E","Europe/Berlin","airport","OurAirports"
8101,"Lüsse Airport","Luesse","Germany",\N,"EDOJ",52.141109466552734,12.664722442626953,217,1,"E","Europe/Berlin","airport","OurAirports"
8102,"Porta Westfalica Airport","Bad Oeynhausen","Germany",\N,"EDVY",52.22083282470703,8.859167098999023,148,1,"E","Europe/Berlin","airport","OurAirports"
8103,"Brilon/Hochsauerlandkreis Airport","Brilon","Germany",\N,"EDKO",51.40250015258789,8.641667366027832,1509,1,"E","Europe/Berlin","airport","OurAirports"
8104,"Hameln-Pyrmont Airport","Bad Pyrmont","Germany",\N,"EDVW",51.96666717529297,9.291666984558105,1178,1,"E","Europe/Berlin","airport","OurAirports"
8105,"Nordholz-Spieka Airfield","Cuxhaven","Germany",\N,"EDXN",53.767223,8.643611,72,1,"E","Europe/Berlin","airport","OurAirports"
8106,"Köthen Airport","Koethen","Germany",\N,"EDCK",51.7211112976,11.952777862500001,305,1,"E","Europe/Berlin","airport","OurAirports"
8107,"St. Michaelisdonn Airport","Sankt Michaelisdonn","Germany",\N,"EDXM",53.978057861328125,9.144721984863281,125,1,"E","Europe/Berlin","airport","OurAirports"
8108,"Salzgitter-Drütte Airport","Salzgitter","Germany",\N,"EDVS",52.15444564819336,10.426667213439941,328,1,"E","Europe/Berlin","airport","OurAirports"
8109,"Karlshöfen Airport","Karlshoefen","Germany",\N,"EDWK",53.33277893066406,9.028332710266113,20,1,"E","Europe/Berlin","airport","OurAirports"
8110,"Oldenburg-Hatten Airport","Oldenburg","Germany",\N,"EDWH",53.06888961791992,8.313611030578613,26,1,"E","Europe/Berlin","airport","OurAirports"
8111,"Rinteln Airport","Rinteln","Germany",\N,"EDVR",52.17527770996094,9.053333282470703,180,1,"E","Europe/Berlin","airport","OurAirports"
8112,"Münster-Telgte Airport","Muenster","Germany",\N,"EDLT",51.94444274902344,7.773889064788818,177,1,"E","Europe/Berlin","airport","OurAirports"
8113,"St. Peter-Ording Airport","Sankt Peter-Ording","Germany","PSH","EDXO",54.30888748168945,8.686944007873535,7,1,"E","Europe/Berlin","airport","OurAirports"
8114,"Lüchow-Rehbeck Airport","Luechow","Germany",\N,"EDHC",53.016109466552734,11.144444465637207,49,1,"E","Europe/Berlin","airport","OurAirports"
8115,"Klietz/Scharlibbe Airport","Scharlibbe","Germany",\N,"EDCL",52.709442138671875,12.073332786560059,95,1,"E","Europe/Berlin","airport","OurAirports"
8116,"Burg Airport","Burg","Germany",\N,"EDBG",52.241668701171875,11.856110572814941,174,1,"E","Europe/Berlin","airport","OurAirports"
8119,"Bad Neuenahr-Ahrweiler Airport","Bad Neuenahr","Germany",\N,"EDRA",50.557777404785156,7.136388778686523,673,1,"E","Europe/Berlin","airport","OurAirports"
8120,"Bad Dürkheim Airport","Bad Duerkheim","Germany",\N,"EDRF",49.47305679321289,8.196389198303223,351,1,"E","Europe/Berlin","airport","OurAirports"
8124,"Leverkusen Airport","Leverkusen","Germany",\N,"EDKL",51.01527786254883,7.005556106567383,157,1,"E","Europe/Berlin","airport","OurAirports"
8126,"Wershofen/Eifel Airport","Wershofen","Germany",\N,"EDRV",50.45138931274414,6.783332824707031,1581,1,"E","Europe/Berlin","airport","OurAirports"
8189,"Como (Idroscalo - Water Ad) Hidroport","Como","Italy",\N,"LILY",45.814701,9.06972,663,1,"E","Europe/Rome","airport","OurAirports"
8432,"Gera-Leumnitz Airport","Gera","Germany",\N,"EDAJ",50.88166809082031,12.135832786560059,1014,1,"E","Europe/Berlin","airport","OurAirports"
8459,"Oerlinghausen Airport","TELGTE","Germany",\N,"EDLO",51.932220458984375,8.661666870117188,558,1,"E","Europe/Berlin","airport","OurAirports"
8500,"Fuerstenwalde Airport","Furstenwalde","Germany",\N,"EDAL",52.3905982971,14.0972003937,184,1,"E","Europe/Berlin","airport","OurAirports"
8501,"Eberswalde-Finow Airport","Eberswalde","Germany",\N,"EDAV",52.82722091674805,13.693611145019531,121,1,"E","Europe/Berlin","airport","OurAirports"
8603,"Saarmund Airport","Saarmund","Germany",\N,"EDCS",52.30833435058594,13.100556373596191,174,1,"E","Europe/Berlin","airport","OurAirports"
8609,"Pont Sur Yonne Airfield","Pont Sur Yonne","France",\N,"LFGO",48.289172,3.247912,236,1,"E","Europe/Paris","airport","OurAirports"
8610,"St Florentin Cheu Airfield","St Florentin Cheu","France",\N,"LFGP",47.98019,3.775583,351,1,"E","Europe/Paris","airport","OurAirports"
8611,"Saulieu Liernais Airfield","Saulieu","France",\N,"LFEW",47.239399,4.26583,1722,1,"E","Europe/Paris","airport","OurAirports"
8620,"Karlsruhe-Forchheim Airport","Karlsruhe","Germany",\N,"EDTK",48.9843,8.3355,381,1,"E","Europe/Berlin","airport","OurAirports"
8621,"Weinheim/Bergstraße Airport","Weinheim","Germany",\N,"EDGZ",49.567501068115234,8.610555648803711,318,1,"E","Europe/Berlin","airport","OurAirports"
8622,"Meaux Esbly Airport","Meaux","France",\N,"LFPE",48.927799224853516,2.835279941558838,217,1,"E","Europe/Paris","airport","OurAirports"
8623,"Château-Thierry - Belleau Airport","Chateau-Thierry","France",\N,"LFFH",49.06719970703125,3.3569400310516357,728,1,"E","Europe/Paris","airport","OurAirports"
8671,"Grefrath-Niershorst Airport","Grefrath","Germany",\N,"EDLF",51.33388900756836,6.3594441413879395,105,1,"E","Europe/Berlin","airport","OurAirports"
8689,"Segeletz Airport","Segeletz","Germany",\N,"EDAI",52.82666778564453,12.541943550109863,141,1,"E","Europe/Berlin","airport","OurAirports"
8690,"Fuentemilanos Airport","Segovia","Spain",\N,"LEFM",40.888610839799995,-4.23750019073,3307,1,"E","Europe/Madrid","airport","OurAirports"
8750,"Peenemünde Airport","Peenemunde","Germany","PEF","EDCP",54.1577796936,13.774443626399998,7,1,"E","Europe/Berlin","airport","OurAirports"
8855,"Neustadt-Glewe Airport","Neustadt-Glewe","Germany",\N,"EDAN",53.35972213745117,11.615278244018555,115,1,"E","Europe/Berlin","airport","OurAirports"
8860,"Tutow Airport","Wildenrath","Germany",\N,"EDUW",53.92194366455078,13.218889236450195,26,1,"E","Europe/Berlin","airport","OurAirports"
8861,"Bremgarten Airport","Bremgarten","Germany",\N,"EDTG",47.9027786255,7.6177778244,696,1,"E","Europe/Berlin","airport","OurAirports"
